lemma_a,lemma_b
COMPOSER,DECOMPOSER
COMPOSER,RECOMPOSER
COMPOSITEUR,COMPOSITION
COMPOSITION,RECOMPOSITION
COMPREHENSIF,COMPREHENSION
COMPREHENSION,COMPRENDRE
COMPREHENSION,INCOMPREHENSION
COMPRESSION,COMPRIMER
COMPRIME,COMPRIMER
COMPROMETTANT,COMPROMETTRE
COMPROMETTRE,COMPROMISSION
COMPROMIS,COMPROMISSOIRE
COMPTANT,COMPTER
COMPTE,COMPTER
CONCAVE,CONCAVITE
CONCEDER,CONCESSION
CONCENTRATION,CONCENTRER
CONCENTRE,CONCENTRER
CONCENTRER,DECONCENTRER
CONCEPT,CONCEPTUEL
CONCEPTION,CONCEVOIR
CONCEPTUALISER,CONCEPTUEL
CONCERT,CONCERTER
CONCERTATION,CONCERTER
CONCESSION,CONCESSIONNAIRE
CONCILE,CONCILIAIRE
CONCILIABLE,CONCILIER
CONCILIABLE,INCONCILIABLE
CONCILIANT,CONCILIER
CONCILIATEUR,CONCILIATION
CONCILIATEUR,CONCILIER
CONCILIATION,CONCILIER
CONCLURE,CONCLUSION
CONCORDANCE,CONCORDER
CONCORDANT,CONCORDER
CONCORDAT,CONCORDATAIRE
CONCORDAT,CONCORDER
CONCOURIR,CONCOURS
CONCRET,CONCRETISER
CONCRETISATION,CONCRETISER
CONCURRENCE,CONCURRENCER
CONCURRENCE,CONCURRENTIEL
CONDAMNABLE,CONDAMNER
CONDAMNATION,CONDAMNER
CONDAMNE,CONDAMNER
CONDENSATEUR,CONDENSATION
CONDENSATEUR,CONDENSER
CONDENSATION,CONDENSER
CONDENSE,CONDENSER
CONDENSER,CONDENSEUR
CONDESCENDANCE,CONDESCENDRE
CONDITION,CONDITIONNER
CONDITIONNEMENT,CONDITIONNER
CONDUCTEUR,CONDUCTION
CONDUCTEUR,CONDUIRE
CONDUCTEUR,SEMICONDUCTEUR
CONDUCTION,CONDUIRE
CONDUCTION,RECONDUCTION
CONDUIRE,CONDUIT
CONDUIRE,RECONDUIRE
CONE,CONIQUE
CONFECTION,CONFECTIONNER
CONFERENCE,CONFERENCIER
CONFESSE,CONFESSER
CONFESSER,CONFESSEUR
CONFESSER,CONFESSION
CONFESSEUR,CONFESSION
CONFESSION,CONFESSIONNEL
CONFIDENTIALITE,CONFIDENTIEL
CONFIRMATIF,CONFIRMATION
CONFIRMATIF,CONFIRMER
CONFIRMATION,CONFIRMER
CONFISCATION,CONFISQUER
CONFONDRE,CONFUSION
CONFORMATION,CONFORMER
CONFORME,CONFORMER
CONFORME,CONFORMISTE
CONFORME,CONFORMITE
CONFORMER,CONFORMISME
CONFORMER,CONFORMISTE
CONFORMISME,CONFORMISTE
CONFORMISTE,NONCONFORMISTE
CONFORT,CONFORTABLE
CONFORT,CONFORTER
CONFORTABLE,CONFORTER
CONFORTABLE,INCONFORTABLE
CONFRONTATION,CONFRONTER
CONGE,CONGEDIER
CONGEDIEMENT,CONGEDIER
CONGESTION,CONGESTIONNER
CONGREGANISTE,CONGREGATION
CONGRES,CONGRESSISTE
CONJECTURAL,CONJECTURE
CONJECTURE,CONJECTURER
CONJONCTIF,CONJONCTION
CONJONCTURE,CONJONCTUREL
CONJUGAISON,CONJUGUER
CONJURATION,CONJURER
CONJURE,CONJURER
CONNAISSABLE,CONNAITRE
CONNAISSABLE,INCONNAISSABLE
CONNAISSANCE,CONNAITRE
CONNAISSEMENT,CONNAISSEUR
CONNAISSEMENT,CONNAITRE
CONNAISSEUR,CONNAITRE
CONNAITRE,RECONNAITRE
CONNEXE,CONNEXITE
CONQUERANT,CONQUERIR
CONQUERIR,CONQUETE
CONQUERIR,CONQUIS
CONQUERIR,RECONQUERIR
CONSANGUIN,CONSANGUINITE
CONSCIENCE,CONSCIENCIEUX
CONSCIENT,INCONSCIENT
CONSEIL,CONSEILLER
CONSEILLER,DECONSEILLER
CONSENSUEL,CONSENSUS
CONSENTEMENT,CONSENTIR
CONSEQUENT,INCONSEQUENT
CONSERVATEUR,CONSERVATION
CONSERVATEUR,CONSERVATISME
CONSERVATEUR,CONSERVER
CONSERVATION,CONSERVER
CONSERVATISME,CONSERVER
CONSERVE,CONSERVER
CONSIDERABLE,CONSIDERER
CONSIDERATION,CONSIDERER
CONSIDERER,DECONSIDERER
CONSIDERER,RECONSIDERER
CONSIGNATAIRE,CONSIGNER
CONSIGNATION,CONSIGNER
CONSIGNE,CONSIGNER
CONSISTANT,CONSISTER
CONSISTANT,INCONSISTANT
CONSOLATEUR,CONSOLATION
CONSOLATEUR,CONSOLER
CONSOLATION,CONSOLER
CONSOLIDATION,CONSOLIDER
CONSOMMATEUR,CONSOMMATION
CONSOMMATEUR,CONSOMMER
CONSOMMATION,CONSOMMER
CONSOMME,CONSOMMER
CONSOMPTION,CONSUMER
CONSPIRATEUR,CONSPIRATION
CONSPIRATEUR,CONSPIRER
CONSPIRATION,CONSPIRER
CONSTAT,CONSTATER
CONSTATATION,CONSTATER
CONSTERNATION,CONSTERNER
CONSTITUANT,CONSTITUER
CONSTITUER,CONSTITUTIF
CONSTITUER,CONSTITUTION
CONSTITUER,RECONSTITUER
CONSTITUTIF,CONSTITUTION
CONSTITUTION,CONSTITUTIONNEL
CONSTITUTION,RECONSTITUTION
CONSTRUCTEUR,CONSTRUCTIF
CONSTRUCTEUR,CONSTRUCTION
CONSTRUCTEUR,CONSTRUIRE
CONSTRUCTIF,CONSTRUCTION
CONSTRUCTIF,CONSTRUIRE
CONSTRUCTION,CONSTRUIRE
CONSTRUCTION,RECONSTRUCTION
CONSTRUIRE,RECONSTRUIRE
CONSUL,CONSULAT
CONSULTANT,CONSULTER
CONSULTATIF,CONSULTATION
CONSULTATIF,CONSULTER
CONSULTATION,CONSULTER
CONTACT,CONTACTER
CONTAGIEUX,CONTAGION
CONTAMINATION,CONTAMINER
CONTEMPLATIF,CONTEMPLATION
CONTEMPLATIF,CONTEMPLER
CONTEMPLATION,CONTEMPLER
CONTEMPORAIN,CONTEMPORANEITE
CONTENIR,CONTENTION
CONTENIR,CONTENU
CONTENT,CONTENTER
CONTENTEMENT,CONTENTER
CONTESTABLE,CONTESTER
CONTESTABLE,INCONTESTABLE
CONTESTATAIRE,CONTESTATION
CONTESTATAIRE,CONTESTER
CONTESTATION,CONTESTER
CONTESTE,CONTESTER
CONTEXTE,CONTEXTUEL
CONTINENT,CONTINENTAL
CONTINU,CONTINUEL
CONTINU,CONTINUITE
CONTINUATEUR,CONTINUATION
CONTINUATEUR,CONTINUER
CONTINUATION,CONTINUER
CONTOUR,CONTOURNER
CONTOURNEMENT,CONTOURNER
CONTRACEPTIF,CONTRACEPTION
CONTRACTILE,CONTRACTILITE
CONTRACTILE,CONTRACTION
CONTRACTUEL,CONTRAT
CONTRADICTEUR,CONTRADICTION
CONTRADICTION,CONTRADICTOIRE
CONTRAIGNANT,CONTRAINDRE
CONTRAINDRE,CONTRAINTE
CONTRAIRE,CONTRE
CONTRASTE,CONTRASTER
CONTREBANDE,CONTREBANDIER
CONTREFAIRE,FAIRE
CONTRIBUER,CONTRIBUTEUR
CONTRIBUER,CONTRIBUTIF
CONTRIBUER,CONTRIBUTION
CONTRIBUTEUR,CONTRIBUTIF
CONTRIBUTEUR,CONTRIBUTION
CONTRIBUTIF,CONTRIBUTION
CONTROLABLE,CONTROLER
CONTROLABLE,INCONTROLABLE
CONTROLE,CONTROLER
CONTROLER,CONTROLEUR
CONVAINCANT,CONVAINCRE
CONVAINCRE,CONVAINCU
CONVENANCE,CONVENIR
CONVENIR,CONVENTION
CONVERGENCE,CONVERGER
CONVERSATION,CONVERSER
CONVERSER,CONVERSION
CONVERSION,CONVERTIR
CONVERSION,RECONVERSION
CONVERTIBILITE,CONVERTIBLE
CONVERTIBLE,CONVERTIR
CONVERTIR,CONVERTISSEUR
CONVERTIR,RECONVERTIR
CONVEXE,CONVEXITE
CONVOCATION,CONVOQUER
COOPERATIF,COOPERATION
COOPERATIF,COOPERER
COOPERATION,COOPERER
COORDINATEUR,COORDINATION
COORDINATION,COORDONNER
COORDONNATEUR,COORDONNER
COPIE,COPIER
COQUILLE,RECOQUILLER
COR,CORNET
CORDIAL,CORDIALITE
CORPORATIF,CORPORATION
CORPORATION,CORPORATISME
CORPORATION,CORPORATISTE
CORPORATISME,CORPORATISTE
CORPOREL,INCORPOREL
CORRECTEUR,CORRECTIF
CORRECTEUR,CORRECTION
CORRECTEUR,CORRIGER
CORRECTIF,CORRECTION
CORRECTION,CORRECTIONNEL
CORRECTION,CORRIGER
CORRELATIF,CORRELATION
CORRESPONDANCE,CORRESPONDRE
CORRESPONDANT,CORRESPONDRE
CORRIGE,CORRIGER
CORROMPRE,CORROMPU
CORROMPRE,CORRUPTEUR
CORROMPRE,CORRUPTION
CORRUPTEUR,CORRUPTION
COSMIQUE,COSMOS
COSMOGONIE,COSMOGONIQUE
COSMOLOGIE,COSMOLOGIQUE
COSMOPOLITE,COSMOPOLITISME
COTE,COTIER
COTISATION,COTISER
COUCHE,COUCHER
COUDRE,COUTURE
COULEUR,DECOLORER
COUPE,COUPER
COUPER,COUPURE
COUPER,DECOUPER
COUPER,RECOUPER
COURAGE,COURAGEUX
COURAGE,COUREUR
COURAGE,DECOURAGER
COURANT,COURIR
COURBE,COURBER
COUREUR,COURIR
COURIR,COURS
COURIR,COURSE
COURIR,ENCOURIR
COURIR,RECOURIR
COURONNE,COURONNER
COURONNE,DECOURONNER
COURONNEMENT,COURONNER
COUT,COUTEUX
COUTUME,COUTUMIER
COUVERT,COUVRIR
COUVERTURE,COUVRIR
COUVRIR,DECOUVRIR
COUVRIR,RECOUVRIR
CRAINDRE,CRAINTE
CREANCE,CREANCIER
CREATEUR,CREER
CREATION,CREER
CREDIBILITE,CREDIBLE
CREPUSCULAIRE,CREPUSCULE
CREUSER,CREUX
CREUSET,CREUX
CREVE,CREVER
CRI,CRIER
CRIMINALITE,CRIMINEL
CRISE,CRITIQUE
CRISTAL,CRISTALLIN
CRISTAL,CRISTALLISER
CRISTALLISATION,CRISTALLISER
CRITIQUABLE,CRITIQUER
CRITIQUE,CRITIQUER
CROIRE,CROYANCE
CROIRE,CRU
CROISE,CROISER
CROISEMENT,CROISER
CROISER,CROISIERE
CROISER,CROIX
CROISSANCE,CROITRE
CROISSANT,CROITRE
CROITRE,DECROITRE
CUEILLETTE,CUEILLIR
CUEILLIR,RECUEILLIR
CULTIVATEUR,CULTIVER
CULTURAL,CULTURE
CULTURE,CULTUREL
CURAGE,CURER
CUVE,CUVETTE
CYCLE,CYCLIQUE
CYCLE,CYCLISME
CYCLE,CYCLISTE
CYCLISME,CYCLISTE
CYLINDRE,CYLINDRIQUE
CYNIQUE,CYNISME
CYTOPLASME,CYTOPLASMIQUE
DAIGNER,DEDAIGNER
DANSE,DANSER
DATE,DATER
DE,DELIER
DEBARQUEMENT,DEBARQUER
DEBAT,DEBATTRE
DEBAUCHE,DEBAUCHER
DEBILE,DEBILITE
DEBIT,DEBITER
DEBITER,DEBITEUR
DEBORDEMENT,DEBORDER
DEBOUCHE,DEBOUCHER
DEBROUILLE,DEBROUILLER
DEBUT,DEBUTER
DECAPITATION,DECAPITER
DECEDER,DECES
DECHAINEMENT,DECHAINER
DECHARGE,DECHARGER
DECHARGEMENT,DECHARGER
DECHIFFREMENT,DECHIFFRER
DECHIREMENT,DECHIRER
DECIDER,DECISIF
DECIDER,DECISION
DECISIF,DECISION
DECISION,DECISIONNEL
DECLAMATION,DECLAMATOIRE
DECLARATIF,DECLARATION
DECLARATIF,DECLARER
DECLARATION,DECLARER
DECLENCHEMENT,DECLENCHER
DECLENCHEMENT,DECLENCHEUR
DECLENCHER,DECLENCHEUR
DECLIN,DECLINER
DECLINAISON,DECLINER
DECOLLAGE,DECOLLEMENT
DECOLONISATION,DECOLONISER
DECOLORATION,DECOLORER
DECOMPOSER,DECOMPOSITION
DECONCENTRATION,DECONCENTRER
DECONSIDERATION,DECONSIDERER
DECOR,DECORER
DECORATIF,DECORATION
DECORATIF,DECORER
DECORATION,DECORER
DECOUPAGE,DECOUPER
DECOUPAGE,REDECOUPAGE
DECOUPE,DECOUPER
DECOURAGEANT,DECOURAGER
DECOURAGEMENT,DECOURAGER
DECOUVERT,DECOUVRIR
DECOUVREUR,DECOUVRIR
DECOUVRIR,REDECOUVRIR
DECROCHEMENT,DECROCHER
DECROISSANCE,DECROITRE
DECROISSANT,DECROITRE
DECROISSEMENT,DECROITRE
DEDAIGNER,DEDAIGNEUX
DEDAIGNER,DEDAIN
DEDAIGNEUX,DEDAIN
DEDICACE,DEDICATOIRE
DEDOMMAGEMENT,DEDOMMAGER
DEDOMMAGER,DOMMAGE
DEDOUBLEMENT,DEDOUBLER
DEDOUBLER,DOUBLE
DEDOUBLER,DOUBLER
DEDUCTION,DEDUIRE
DEFAILLANCE,DEFAILLIR
DEFAILLANT,DEFAILLIR
DEFAVORABLE,FAVORABLE
DEFECTUEUX,DEFECTUOSITE
DEFENDEUR,DEFENDRE
DEFENDRE,DEFENSE
DEFENDRE,DEFENSEUR
DEFENSE,DEFENSIF
DEFENSEUR,DEFENSIF
DEFI,DEFIER
DEFICIT,DEFICITAIRE
DEFIGURER,FIGURE
DEFILER,FIL
DEFILER,FILER
DEFINIR,DEFINISSABLE
DEFINIR,DEFINITIF
DEFINIR,DEFINITION
DEFINIR,REDEFINIR
DEFINISSABLE,INDEFINISSABLE
DEFINITIF,DEFINITION
DEFINITION,REDEFINITION
DEFRICHEMENT,DEFRICHER
DEFRICHER,FRICHE
DEGAGEMENT,DEGAGER
DEGAGER,GAGE
DEGARNIR,GARNIR
DEGENERATION,DEGENERER
DEGENERE,DEGENERER
DEGENERER,DEGENERESCENCE
DEGOUT,DEGOUTER
DEGOUTER,GOUT
DEGRADATION,DEGRADER
DEGRADER,GRADE
DEGUISEMENT,DEGUISER
DEJOUER,JEU
DELAISSEMENT,DELAISSER
DELEGATION,DELEGUER
DELEGUE,DELEGUER
DELIBERATIF,DELIBERATION
DELIBERATIF,DELIBERER
DELIBERATION,DELIBERER
DELIBERE,DELIBERER
DELICAT,DELICATESSE
DELICTUEL,DELIT
DELIE,DELIER
DELIER,LIER
DELIMITATION,DELIMITER
DELIMITER,LIMITER
DELIVRANCE,DELIVRER
DEMAGOGIE,DEMAGOGIQUE
DEMANDE,DEMANDER
DEMANDER,REDEMANDER
DEMANTELEMENT,DEMANTELER
DEMANTELER,MANTEAU
DEMARCATION,DEMARQUER
DEMARQUER,MARQUE
DEMELE,DEMELER
DEMELER,MELER
DEMEMBREMENT,DEMEMBRER
DEMEMBRER,MEMBRE
DEMENAGEMENT,DEMENAGER
DEMENTI,DEMENTIR
DEMENTIR,MENTIR
DEMEURE,DEMEURER
DEMIFINALE,DEMIFINALISTE
DEMIMORT,MORT
DEMISSION,DEMISSIONNAIRE
DEMISSION,DEMISSIONNER
DEMOBILISATION,DEMOBILISER
DEMOBILISER,MOBILISER
DEMOCRATE,DEMOCRATIE
DEMOCRATIE,DEMOCRATIQUE
DEMOCRATIQUE,DEMOCRATISER
DEMOCRATISATION,DEMOCRATISER
DEMOGRAPHIE,DEMOGRAPHIQUE
DEMOLIR,DEMOLISSEUR
DEMOLIR,DEMOLITION
DEMON,DEMONIAQUE
DEMONSTRATIF,DEMONSTRATION
DEMONTRABLE,DEMONTRER
DEMONTRER,MONTRER
DEMORALISATION,DEMORALISER
DENATURATION,DENATURER
DENATURER,NATURE
DENEGATION,DENIER
DENI,DENIER
DENIER,NIER
DENOMBRABLE,DENOMBRER
DENOMBREMENT,DENOMBRER
DENOMINATEUR,DENOMINATION
DENONCER,DENONCIATEUR
DENONCER,DENONCIATION
DENONCIATEUR,DENONCIATION
DENT,DENTAIRE
DENT,DENTISTE
DEPARTEMENT,DEPARTEMENTAL
DEPASSEMENT,DEPASSER
DEPEINDRE,PEINDRE
DEPENDANCE,DEPENDRE
DEPENDRE,PENDRE
DEPENSE,DEPENSER
DEPERIR,DEPERISSEMENT
DEPEUPLEMENT,DEPEUPLER
DEPEUPLER,PEUPLE
DEPIGMENTER,PIGMENT
DEPLAIRE,DEPLAISANT
DEPLAIRE,PLAIRE
DEPLOIEMENT,DEPLOYER
DEPLOIEMENT,REDEPLOIEMENT
DEPLORABLE,DEPLORER
DEPOSE,DEPOSER
DEPOSER,DEPOSITAIRE
DEPOSER,DEPOSITION
DEPOSER,DEPOT
DEPOSER,POSER
DEPOSSEDER,DEPOSSESSION
DEPOSSEDER,POSSEDER
DEPOUILLE,DEPOUILLER
DEPOUILLEMENT,DEPOUILLER
DEPRECIATION,DEPRECIER
DEPUTATION,DEPUTER
DERACINEMENT,DERACINER
DERACINER,RACINE
DERAISONNABLE,DERAISONNER
DERAISONNABLE,RAISONNABLE
DERAISONNER,RAISON
DERANGEMENT,DERANGER
DERANGER,RANGER
DERISION,DERISOIRE
DERIVATION,DERIVER
DERIVE,DERIVER
DERIVER,RIVE
DEROGATION,DEROGATOIRE
DEROGATION,DEROGER
DEROGATOIRE,DEROGER
DEROULEMENT,DEROULER
DEROUTE,DEROUTER
DEROUTER,ROUTE
DESAFFECTER,DESAFFECTION
DESAGREGATION,DESAGREGER
DESAPPROBATION,DESAPPROUVER
DESARMEMENT,DESARMER
DESASTRE,DESASTREUX
DESAVANTAGE,DESAVANTAGEUX
DESCENDANT,DESCENDRE
DESCENDRE,DESCENTE
DESCENDRE,REDESCENDRE
DESCRIPTEUR,DESCRIPTIF
DESCRIPTEUR,DESCRIPTION
DESCRIPTIF,DESCRIPTION
DESEMPLIR,EMPLIR
DESENCHANTEMENT,DESENCHANTER
DESENCHANTER,ENCHANTER
DESENSORCELER,ENSORCELER
DESERT,DESERTIQUE
DESERTER,DESERTION
DESESPERANT,DESESPERER
DESESPERER,ESPERER
DESHABILLER,HABILLER
DESHERITER,HERITER
DESHONORANT,DESHONORER
DESHONORER,HONNEUR
DESIGNATION,DESIGNER
DESINCRUSTER,INCRUSTER
DESINFECTANT,DESINFECTER
DESINFECTER,DESINFECTION
DESINTEGRATION,DESINTEGRER
DESINTEGRER,INTEGRE
DESINTERESSER,INTERESSER
DESINVESTIR,INVESTIR
DESIR,DESIRER
DESIR,DESIREUX
DESIRER,DESIREUX
DESISTEMENT,DESISTER
DESOBEIR,DESOBEISSANCE
DESOBEIR,OBEIR
DESORIENTATION,DESORIENTER
DESORIENTER,ORIENT
DESPOTE,DESPOTIQUE
DESPOTE,DESPOTISME
DESSAISIR,DESSAISISSEMENT
DESSECHEMENT,DESSECHER
DESSERTE,DESSERVIR
DESSERVANT,DESSERVIR
DESSIN,DESSINER
DESSINATEUR,DESSINER
DESTABILISATION,DESTABILISER
DESTABILISER,STABLE
DESTIN,DESTINER
DESTINATAIRE,DESTINER
DESTINATEUR,DESTINATION
DESTINATEUR,DESTINER
DESTINATION,DESTINER
DESTINEE,DESTINER
DESTITUER,DESTITUTION
DESTRUCTEUR,DESTRUCTIF
DESTRUCTEUR,DESTRUCTION
DESTRUCTIF,DESTRUCTION
DESUNIR,UN
DETAIL,DETAILLER
DETAILLANT,DETAILLER
DETECTER,DETECTEUR
DETECTER,DETECTION
DETECTEUR,DETECTION
DETENIR,DETENTION
DETENIR,DETENU
DETENTEUR,DETENTION
DETERIORATION,DETERIORER
DETERMINABLE,DETERMINER
DETERMINANT,DETERMINER
DETERMINATIF,DETERMINATION
DETERMINATIF,DETERMINER
DETERMINATION,DETERMINER
DETERMINER,DETERMINISME
DETERMINER,DETERMINISTE
DETERMINISME,DETERMINISTE
DETESTABLE,DETESTER
DETONNER,TON
DETOURNEMENT,DETOURNER
DETOURNER,TOURNER
DETROMPER,TROMPER
DEVALISER,VALISE
DEVASTATEUR,DEVASTER
DEVASTATION,DEVASTER
DEVELOPPABLE,DEVELOPPER
DEVELOPPE,DEVELOPPER
DEVELOPPEMENT,DEVELOPPER
DEVENIR,REDEVENIR
DEVERSEMENT,DEVERSER
DEVOIR,DU
DIAGNOSTIC,DIAGNOSTICIEN
DIAGNOSTIC,DIAGNOSTIQUE
DIAGNOSTIC,DIAGNOSTIQUER
DIALECTICIEN,DIALECTIQUE
DIALOGUE,DIALOGUER
DIAPHRAGMATIQUE,DIAPHRAGME
DICHOTOMIE,DICHOTOMIQUE
DICTATEUR,DICTATORIAL
DICTATEUR,DICTATURE
DICTEE,DICTER
DICTER,DICTION
DIETE,DIETETIQUE
DIFFAMATION,DIFFAMATOIRE
DIFFERE,DIFFERER
DIFFERENCE,DIFFERENTIEL
DIFFERENCIATION,DIFFERENCIER
DIFFUS,DIFFUSER
DIFFUSER,DIFFUSION
DIGERER,DIGESTION
DIGNE,DIGNITE
DIGNE,INDIGNE
DIGNITAIRE,DIGNITE
DILATATION,DILATER
DIMINUER,DIMINUTION
DIPHTERIE,DIPHTERIQUE
DIPLOMATIE,DIPLOMATIQUE
DIRE,DISETTE
DIRE,NONDIT
DIRE,REDIRE
DIRECTEUR,DIRECTION
DIRECTEUR,DIRECTOIRE
DIRECTEUR,DIRECTORIAL
DIRECTEUR,DIRIGER
DIRECTION,DIRIGER
DIRIGEANT,DIRIGER
DISCERNABLE,DISCERNER
DISCERNABLE,INDISCERNABLE
DISCERNEMENT,DISCERNER
DISCIPLINAIRE,DISCIPLINE
DISCIPLINE,DISCIPLINER
DISCOURIR,DISCOURS
DISCRETION,DISCRETIONNAIRE
DISCRIMINATION,DISCRIMINATOIRE
DISCRIMINATION,DISCRIMINER
DISCRIMINATOIRE,DISCRIMINER
DISCUSSION,DISCUTER
DISCUTABLE,DISCUTER
DISCUTABLE,INDISCUTABLE
DISGRACE,DISGRACIEUX
DISJOINDRE,DISJONCTION
DISJONCTEUR,DISJONCTION
DISLOCATION,DISLOQUER
DISPARAITRE,DISPARITION
DISPENSAIRE,DISPENSER
DISPENSATEUR,DISPENSER
DISPENSATION,DISPENSER
DISPENSE,DISPENSER
DISPERSER,DISPERSION
DISPONIBILITE,DISPONIBLE
DISPOSER,DISPOSITION
DISPROPORTION,DISPROPORTIONNER
DISPUTE,DISPUTER
DISSECTION,DISSEQUER
DISSEMBLABLE,SEMBLABLE
DISSEMINATION,DISSEMINER
DISSERTATION,DISSERTER
DISSIMULATION,DISSIMULER
DISSIMULER,SIMULER
DISSIPATION,DISSIPER
DISSOCIATION,DISSOCIER
DISSOLUTION,DISSOUDRE
DISSOLVANT,DISSOUDRE
DISSUADER,DISSUASION
DISSYMETRIE,DISSYMETRIQUE
DISTANCE,DISTANCER
DISTENDRE,DISTENSION
DISTILLATEUR,DISTILLATION
DISTILLATEUR,DISTILLER
DISTILLATION,DISTILLER
DISTINCT,INDISTINCT
DISTINCTIF,DISTINCTION
DISTRACTION,DISTRAIRE
DISTRIBUER,DISTRIBUTEUR
DISTRIBUER,DISTRIBUTIF
DISTRIBUER,DISTRIBUTION
DISTRIBUER,REDISTRIBUER
DISTRIBUTEUR,DISTRIBUTIF
DISTRIBUTEUR,DISTRIBUTION
DISTRIBUTIF,DISTRIBUTION
DISTRIBUTION,REDISTRIBUTION
DIVERGENCE,DIVERGER
DIVERSIFICATION,DIVERSIFIER
DIVERSION,DIVERTIR
DIVERTIR,DIVERTISSEMENT
DIVIN,DIVINISER
DIVINATION,DIVINATOIRE
DIVINISATION,DIVINISER
DIVISER,DIVISION
DIVISION,ENDIVISIONNER
DIVULGATION,DIVULGUER
DIX,DIZAINE
DOCTEUR,DOCTORAT
DOCUMENT,DOCUMENTAIRE
DOCUMENT,DOCUMENTER
DOCUMENTATION,DOCUMENTER
DOGMATISME,DOGME
DOMESTICATION,DOMESTIQUER
DOMESTICITE,DOMESTIQUE
DOMESTIQUE,DOMESTIQUER
DOMICILE,DOMICILIAIRE
DOMINANCE,DOMINER
DOMINANT,DOMINER
DOMINATEUR,DOMINATION
DOMINATEUR,DOMINER
DOMINATION,DOMINER
DOMMAGE,DOMMAGEABLE
DOMMAGE,ENDOMMAGER
DON,DONNER
DONATEUR,DONATION
DONNE,DONNER
DONNER,DONNEUR
DONNER,REDONNER
DORE,DORER
DOS,DOSSIER
DOTATION,DOTER
DOUANE,DOUANIER
DOUBLE,DOUBLER
DOUBLER,REDOUBLER
DOUCEUR,DOUX
DOULEUR,DOULOUREUX
DOUTE,DOUTEUX
DRAMATIQUE,DRAME
DUC,DUCAL
DUC,DUCHE
DUPE,DUPER
DUR,DURCIR
DUR,DURETE
DURCIR,DURCISSEMENT
DURCIR,ENDURCIR
DUREE,DURER
DYNAMIQUE,DYNAMISME
DYNAMIQUE,DYNAMITE
DYNASTIE,DYNASTIQUE
EBLOUIR,EBLOUISSANT
EBLOUIR,EBLOUISSEMENT
EBRANLEMENT,EBRANLER
ECART,ECARTER
ECARTEMENT,ECARTER
ECHANGE,ECHANGER
ECHANGEABLE,ECHANGER
ECHAPPEMENT,ECHAPPER
ECHAUFFEMENT,ECHAUFFER
ECHAUFFER,RECHAUFFER
ECHELON,ECHELONNER
ECHELONNEMENT,ECHELONNER
ECLAIR,ECLAIRER
ECLAIRAGE,ECLAIRER
ECLAIREMENT,ECLAIRER
ECLAT,ECLATER
ECLATANT,ECLATER
ECLATEMENT,ECLATER
ECLORE,ECLOSION
ECOLE,ECOLIER
ECOLOGIE,ECOLOGIQUE
ECONOME,ECONOMIE
ECONOMIE,ECONOMIQUE
ECONOMIE,ECONOMISER
ECONOMIE,ECONOMISTE
ECOULEMENT,ECOULER
ECRASEMENT,ECRASER
ECRIRE,ECRIT
ECRIRE,ECRITURE
ECRIRE,ECRIVAIN
ECROULEMENT,ECROULER
EDIFICATION,EDIFIER
EDIT,EDITER
EDITER,EDITEUR
EDITER,EDITION
EDITEUR,EDITION
EDITEUR,EDITORIAL
EDITION,REEDITION
EDITORIAL,EDITORIALISTE
EDUCATEUR,EDUCATION
EDUCATEUR,EDUQUER
EDUCATION,EDUQUER
EDUCATION,REEDUCATION
EFFACEMENT,EFFACER
EFFAROUCHER,FAROUCHE
EFFECTUATION,EFFECTUER
EFFICACE,EFFICACITE
EFFICACE,INEFFICACE
EFFONDREMENT,EFFONDRER
EFFORCER,EFFORT
EFFRACTION,FRACTIONNER
EFFRAYANT,EFFRAYER
EFFROI,EFFROYABLE
EGAL,EGALER
EGAL,EGALITE
EGAL,INEGAL
EGARE,EGARER
EGAREMENT,EGARER
ELABORATION,ELABORER
ELAN,ELANCER
ELARGIR,ELARGISSEMENT
ELARGIR,LARGE
ELASTICITE,ELASTIQUE
ELECTEUR,ELECTION
ELECTEUR,ELECTORAT
ELECTION,REELECTION
ELECTRICIEN,ELECTRICITE
ELECTRICITE,ELECTRISER
ELECTRISATION,ELECTRISER
ELECTROLYTE,ELECTROLYTIQUE
ELECTRON,ELECTRONIQUE
ELEMENT,ELEMENTAIRE
ELEVAGE,ELEVER
ELEVATION,ELEVER
ELEVE,ELEVER
ELIMINATION,ELIMINER
ELIRE,ELITE
ELIRE,ELU
ELLIPSE,ELLIPTIQUE
ELLIPTICITE,ELLIPTIQUE
ELOIGNEMENT,ELOIGNER
ELUCIDATION,ELUCIDER
EMANATION,EMANER
EMANCIPATION,EMANCIPER
EMBALLAGE,EMBALLEMENT
EMBARCATION,EMBARQUER
EMBARQUEMENT,EMBARQUER
EMBARQUER,REMBARQUER
EMBARRAS,EMBARRASSER
EMBARRASSANT,EMBARRASSER
EMBARRASSE,EMBARRASSER
EMBAUCHAGE,EMBAUCHER
EMBAUCHE,EMBAUCHER
EMBELLIR,EMBELLISSEMENT
EMBLEMATIQUE,EMBLEME
EMBRASSE,EMBRASSER
EMBRASSEMENT,EMBRASSER
EMBRYON,EMBRYONNAIRE
EMERGENCE,EMERGER
EMERVEILLEMENT,EMERVEILLER
EMETTEUR,EMETTRE
EMETTRE,EMISSION
EMETTRE,METTRE
EMIGRANT,EMIGRER
